Year,Month,Polling,Con,Lab,LD,Lab good,Govt good,Govt bad,Lab bad,Con good,Con bad,SDP,Green,Lab net,LD good,Con Best PM,Lab Best PM,LD Best PM,LD bad,Con net,M,F,M.1,F.1,M.2,F.2,UKIP good,UKIP bad,Grn good,Grn bad,UKIP Best PM,UKIP,TIG/CUK,BXP,LD net,CUK good,CUK bad,BXP good,BXP bad,BXP Best PM,BXP/Reform,Ukip,BXP/Ref good,BXP/Ref bad,Green Best PM,BXP/Ref Best PM
,Sep,Populus,34.0,37.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,33.0,40.0,9.0,,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,31.0,42.0,9.0,30.0,28.0,58.0,60.0,38.0,57.0,,,,21.0,28.0,25.0,5.0,69.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,
,Sep,Populus,36.0,39.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,ComRes,33.0,37.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,33.0,39.0,11.0,,32.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,31.0,41.0,8.0,,29.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,34.0,40.0,9.0,,31.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Opinium,31.0,36.0,7.0,24.0,,,45.0,37.0,47.0,,,,14.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,35.0,38.0,9.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,33.0,38.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,38.0,11.0,29.0,33.0,55.0,60.0,41.0,53.0,,,,23.0,34.0,25.0,6.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,33.0,40.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,35.0,39.0,9.0,,33.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,39.0,10.0,,31.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,32.0,38.0,11.0,,32.0,54.0,,,,,,,,37.0,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,40.0,10.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,34.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,34.0,39.0,9.0,29.0,31.0,54.0,59.0,41.0,52.0,,,,21.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,TNS BMRB,34.0,36.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Survation,27.0,37.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,34.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,ICM,34.0,38.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,MORI,35.0,35.0,9.0,36.0,36.0,56.0,49.0,39.0,53.0,,,,31.0,,,,57.0,,,,,,,,33.0,38.0,,,,,,,,,,,,,,,,,,
,Oct,YouGov,37.0,38.0,10.0,,33.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,34.0,39.0,9.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,35.0,39.0,8.0,,32.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Opinium,27.0,38.0,9.0,25.0,,,44.0,33.0,51.0,,,,16.0,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,34.0,40.0,9.0,,32.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,33.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,ComRes,32.0,35.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,39.0,10.0,31.0,30.0,56.0,57.0,38.0,53.0,,,,20.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,34.0,37.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,38.0,9.0,,30.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,32.0,40.0,10.0,,27.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,32.0,39.0,9.0,,28.0,58.0,,,,,,,,35.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,32.0,38.0,10.0,,28.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,34.0,39.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,39.0,9.0,29.0,27.0,59.0,60.0,36.0,58.0,,,,19.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Survation,29.0,35.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,33.0,38.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,ComRes,28.0,36.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,31.0,40.0,9.0,,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,39.0,10.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,33.0,40.0,8.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Opinium,31.0,37.0,7.0,25.0,,,46.0,32.0,50.0,,,,13.0,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,35.0,39.0,9.0,,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Populus,33.0,40.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,31.0,41.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,32.0,41.0,9.0,30.0,27.0,57.0,58.0,38.0,56.0,,,,19.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,34.0,39.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,40.0,9.0,,27.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,34.0,40.0,8.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Lord Ashcroft,30.0,39.0,8.0,,,,,,,,,,,50.0,37.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,40.0,9.0,,29.0,54.0,,,,,,,,35.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,39.0,10.0,,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,32.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,34.0,39.0,10.0,30.0,27.0,57.0,58.0,38.0,56.0,,,,18.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,TNS BMRB,30.0,38.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,31.0,39.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,ICM,30.0,38.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,MORI,32.0,38.0,8.0,31.0,29.0,60.0,54.0,35.0,56.0,,,,22.0,,,,65.0,,,,,,,,28.0,41.0,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,40.0,9.0,,28.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,42.0,8.0,,28.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,31.0,39.0,9.0,,28.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Opinium,28.0,37.0,9.0,23.0,,,45.0,34.0,49.0,,,,15.0,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,40.0,10.0,,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,31.0,40.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,ComRes,29.0,35.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,39.0,10.0,28.0,28.0,58.0,60.0,37.0,56.0,,,,18.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,32.0,41.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,39.0,11.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,34.0,38.0,10.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,40.0,9.0,,28.0,56.0,,,,,,,,34.0,23.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,39.0,10.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,33.0,38.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,40.0,9.0,29.0,30.0,55.0,60.0,40.0,53.0,,,,20.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Survation,29.0,36.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,34.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,ComRes,32.0,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,40.0,10.0,,28.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,39.0,10.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,32.0,39.0,10.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Opinium,28.0,35.0,8.0,24.0,,,47.0,33.0,51.0,,,,14.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,33.0,39.0,8.0,,28.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,35.0,38.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,30.0,38.0,10.0,27.0,28.0,56.0,60.0,37.0,55.0,,,,19.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Populus,33.0,40.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,32.0,38.0,10.0,,27.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,32.0,40.0,9.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,34.0,40.0,10.0,,29.0,55.0,,,,,,,,33.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,29.0,41.0,9.0,,28.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Populus,34.0,38.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,34.0,39.0,10.0,26.0,30.0,54.0,61.0,39.0,54.0,,,,20.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Populus,33.0,41.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,ICM,32.0,37.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,MORI,33.0,37.0,9.0,29.0,32.0,58.0,54.0,39.0,52.0,,,,28.0,,,,57.0,,,,,,,,33.0,38.0,,,,,,,,,,,,,,,,,,
,Dec,YouGov,33.0,38.0,10.0,,28.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,34.0,39.0,9.0,,30.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,33.0,39.0,9.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Opinium,30.0,37.0,8.0,23.0,,,45.0,35.0,48.0,,,,15.0,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Populus,33.0,38.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,35.0,39.0,9.0,,32.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,ComRes,29.0,36.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,32.0,38.0,9.0,27.0,28.0,58.0,61.0,36.0,55.0,,,,17.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,ComRes,32.0,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Populus,33.0,40.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,36.0,38.0,8.0,,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,33.0,41.0,8.0,,28.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,34.0,38.0,10.0,,29.0,56.0,,,,,,,,35.0,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,34.0,39.0,11.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Populus,32.0,40.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,34.0,40.0,9.0,27.0,29.0,55.0,61.0,39.0,54.0,,,,18.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Populus,35.0,37.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,Opinium,30.0,37.0,8.0,21.0,,,48.0,34.0,49.0,,,,13.0,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.0,Jan,Survation,31.0,35.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,40.0,9.0,,28.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,37.0,10.0,,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,38.0,9.0,,29.0,57.0,,,,,,,,33.0,22.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,33.0,40.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,38.0,9.0,,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,31.0,40.0,9.0,28.0,28.0,58.0,60.0,37.0,57.0,,,,19.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,33.0,38.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,ICM,32.0,35.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,MORI,30.0,39.0,13.0,31.0,31.0,59.0,53.0,39.0,53.0,,,,29.0,,,,57.0,,,,,,,,35.0,37.0,,,,,,,,,,,,,,,,,,
,Jan,YouGov,33.0,38.0,11.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,34.0,37.0,9.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,33.0,39.0,10.0,,29.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Survation,30.0,34.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Opinium,30.0,36.0,8.0,23.0,,,46.0,36.0,47.0,,,,16.0,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,39.0,10.0,,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,33.0,40.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,ComRes,30.0,35.0,8.0,18.0,,,49.0,27.0,48.0,,,,13.0,,,,52.0,,,,,,,,22.0,39.0,,,,,,,,,,,,,,,,,,
,Jan,YouGov,33.0,39.0,8.0,28.0,31.0,55.0,63.0,39.0,54.0,,,,20.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,32.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,40.0,11.0,,28.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,34.0,38.0,9.0,,29.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,40.0,8.0,,30.0,56.0,,,,,,,,36.0,23.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,35.0,38.0,8.0,,32.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,32.0,40.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,39.0,9.0,26.0,33.0,54.0,64.0,41.0,53.0,,,,17.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,33.0,40.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,ComRes,32.0,33.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,35.0,37.0,9.0,,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,34.0,37.0,9.0,,32.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,35.0,38.0,10.0,,32.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Opinium,29.0,36.0,8.0,23.0,,,47.0,35.0,49.0,,,,13.0,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,32.0,42.0,8.0,,32.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,32.0,39.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,ICM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,34.0,39.0,8.0,28.0,32.0,53.0,61.0,41.0,53.0,,,,19.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Populus,32.0,41.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,MORI,31.0,38.0,12.0,31.0,32.0,59.0,52.0,37.0,55.0,,,,25.0,,,,64.0,,,,,,,,31.0,41.0,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,38.0,11.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,39.0,8.0,,31.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,35.0,39.0,9.0,,31.0,54.0,,,,,,,,36.0,27.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,32.0,38.0,10.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,33.0,38.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,35.0,39.0,10.0,30.0,29.0,56.0,58.0,41.0,52.0,,,,19.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,34.0,36.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,ICM,34.0,38.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,39.0,10.0,,28.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,34.0,39.0,10.0,,31.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,32.0,39.0,8.0,,29.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Opinium,28.0,37.0,8.0,26.0,,,42.0,35.0,49.0,,,,15.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,ComRes,32.0,37.0,9.0,22.0,,,48.0,31.0,46.0,,,,13.0,,,,55.0,,,,,,,,20.0,43.0,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,39.0,9.0,,31.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,32.0,38.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,32.0,39.0,9.0,27.0,29.0,56.0,61.0,38.0,54.0,,,,17.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,33.0,38.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,40.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,40.0,8.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,37.0,10.0,,31.0,54.0,,,,,,,,37.0,28.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,34.0,39.0,9.0,,33.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,32.0,38.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,32.0,39.0,8.0,28.0,30.0,57.0,59.0,39.0,55.0,,,,18.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,32.0,37.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,38.0,10.0,,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,33.0,39.0,10.0,,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,34.0,40.0,10.0,,31.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Opinium,29.0,34.0,10.0,26.0,,,43.0,37.0,47.0,,,,17.0,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,34.0,39.0,8.0,,31.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,33.0,38.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,34.0,38.0,9.0,27.0,31.0,55.0,61.0,41.0,53.0,,,,19.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Populus,34.0,37.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,ComRes,30.0,38.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,YouGov,32.0,41.0,8.0,,31.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,YouGov,34.0,38.0,9.0,,32.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,YouGov,34.0,37.0,10.0,,31.0,55.0,,,,,,,,35.0,22.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,Populus,34.0,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,YouGov,31.0,40.0,9.0,,27.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,YouGov,32.0,39.0,10.0,31.0,32.0,52.0,59.0,42.0,52.0,,,,20.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,Populus,34.0,38.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,ICM,35.0,38.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
